,ERF,ERFariSW,ERFaciSW,ERFariLW,ERFaciLW,albedo,ERFari,ERFaci,residual
1850,-0.07508888498100694,-0.036792581840904656,-0.15040100070828696,0.06699034297012713,0.045861600176531736,0.0009053235993730533,0.03019776112922247,-0.10453940053175523,-0.0016525691778472322
1851,-0.025775927289242887,-0.05714484751270619,0.3025475590055009,0.05472550797060279,-0.21748763514286626,-0.1146300567057042,-0.0024193395421033964,0.08505992386263464,0.00621354509593007
1852,0.012706459295779645,-0.0001691929546045763,0.29435748551776914,-0.1446070439545325,-0.12581908577658318,-0.015519219631263206,-0.14477623690913707,0.16853839974118595,0.004463516094993982
1853,0.11470956160554742,-0.03884182382595795,0.22374794779384694,-0.06983632036620539,0.0874668427172818,-0.08684607998897294,-0.10867814419216335,0.31121479051112877,-0.0009810047244450532
1854,0.24659366491332174,-0.08378744554289881,0.20673020620264246,0.04633630529754497,-0.01180925367482788,0.08671185142934563,-0.03745114024535384,0.19492095252781458,0.002412001201515371
1855,-0.19792300478523533,-0.027347914615926443,-0.03943077062650569,-0.025049837855089428,-0.08402021267313033,-0.025392252096098845,-0.05239775247101587,-0.12345098329963602,0.0033179830815153917
1856,0.042772609934612044,-0.0834724460124815,-0.07583254747055794,0.21585398620705362,0.021706775697427523,-0.03920596519822779,0.13238154019457213,-0.05412577177313042,0.003722806711398123
1857,-0.33119664605875554,-0.09247464423123344,-0.09362903779814387,-0.045926854099599984,-0.057379111656845956,-0.04513693984941719,-0.13840149833083343,-0.15100814945498983,0.0033499415764849105
1858,-0.08699446086484502,-0.08980213319616576,0.11521258717351422,-0.14703631122043279,-0.000407532983555254,0.024458132534018805,-0.23683844441659854,0.11480505418995897,0.010580796827775744
1859,-0.04277386827289804,-0.05257982107393868,-0.039956137526872805,0.06016784563175128,0.046820862689368935,-0.060172902875570436,0.0075880245578126004,0.00686472516249613,0.0029462848823636686
1860,-0.20913507144482743,-0.005858317870434435,-0.32782002062254334,0.0810676211658187,0.10729458947443647,-0.05663137690957236,0.07520930329538426,-0.22052543114810685,-0.0071875666825324674
1861,-0.010978952737703208,-0.09114863947339598,0.06631775400274874,0.037887116799365364,0.03226552335024186,-0.05685740906792631,-0.053261522674030615,0.0985832773529906,0.0005567016512631126
1862,-0.2280583476320443,-0.008451693587414795,-0.21252280154161513,0.0513683807321471,0.02213093004896684,-0.07850943248215433,0.042916687144732305,-0.19039187149264827,-0.002073730801973983
1863,0.31132036400681856,-0.029360345687487365,0.2860887966943032,0.13855367564828192,-0.06989146688308341,-0.01568562837634095,0.10919332996079455,0.2161973298112198,0.0016153326111451455
1864,-0.08214363603170852,-0.040934832921692456,-0.025170201718528434,0.06217398682922638,-0.022295943200712248,-0.06338523532562079,0.021239153907533927,-0.047466144919240685,0.007468590305619041
1865,-0.07138590600480216,-0.00532227379285147,-0.07923549171436864,0.05802193488043645,-0.007789786536083256,-0.03160904677138764,0.05269966108758498,-0.08702527825045189,-0.0054512420705475975
1866,0.04974942862125046,-0.06838678845928013,-0.04510647500292977,0.1773979862634678,0.05195801212651009,-0.06669393303379446,0.10901119780418768,0.006851537123580324,0.00058062672727692
1867,-0.46972174274715517,-0.009097662254166328,-0.22149230594266858,-0.09308499465196961,-0.08539588166790102,-0.06980977748948432,-0.10218265690613594,-0.3068881876105696,0.00915887925903465
1868,-0.3041825009727808,-0.045405227993684155,-0.19876657968575417,-0.032823510718146064,0.02847186321533126,-0.05804909680795783,-0.07822873871183023,-0.1702947164704229,0.002390051017430138
1869,0.06897796959372805,-0.06430856706174193,-0.38284285026072395,0.3455331561622286,0.22435063350419948,-0.043527133370806007,0.2812245891004867,-0.15849221675652447,-0.01022726937942818
